FLT,RFC,LKF,VIP,REG,VI1,TOF,ITY,TAR,GAT,FSA,POP,SDT,RCP,NAT,FLX,MFF,SST,STD,DES,CID,MP1,ETD,ABT,ATD,EAN,STN
KY8341,昆明-厦门-南宁,KY8342,,B2667,XMN,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:15,NNG,,,,,,2017/7/8 11:35,2017/7/8 12:00
KY8361,昆明-合艾,KY8322,,B5702,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:10,HDY,,,,,,2017/7/8 17:03,2017/7/8 17:40
MF5007,昆明-厦门,,,B8500,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,3U8243,SF,2017/7/8 15:15,XMN,,,,,,2017/7/8 17:29,2017/7/8 18:00
MF8406,昆明-厦门,MF8405,,B5038,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,5,2017/7/8 11:50,XMN,,,,,,2017/7/8 14:05,2017/7/8 14:45
MF8418,昆明-厦门,MF8417,,B5602,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,4,2017/7/8 15:40,XMN,,,,,,2017/7/8 17:56,2017/7/8 18:25
MF8428,昆明-福州,MF8427,,B5308,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,5,2017/7/8 12:20,FOC,,,,,,2017/7/8 14:45,2017/7/8 15:10
MF8430,昆明-厦门,MF8429,,B5563,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,5,2017/7/8 8:05,XMN,,,,,,2017/7/8 10:21,2017/7/8 10:45
MF8462,昆明-武汉-杭州,MF8461,,B7559,WUH,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,5,2017/7/8 19:15,HGH,,,,,,2017/7/8 21:04,2017/7/8 21:25
MF8476,昆明-福州,MF8641,,B5752,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,3,2017/7/8 20:15,FOC,,,,,,2017/7/8 22:38,2017/7/8 23:00
MF8642,昆明-珠海-泉州,MF8475,,B5595,ZUH,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:10,JJN,,,,,,2017/7/8 21:50,2017/7/8 22:00
MU2027,昆明-台北,MU2594,,B1703,,R,B738,704,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:15,TPE,,,,,,2017/7/8 12:36,2017/7/8 11:30
MU2029,昆明-曼德勒,MU5842,,B1907,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:45,MDL,,,,,,2017/7/8 16:03,2017/7/8 16:30
MU2031,昆明-仰光,MU5862,,B5647,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:55,RGN,,,,,,2017/7/8 16:25,2017/7/8 16:25
MU2035,昆明-达卡,MU2035,,B6147,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:00,DAC,,,,,,2017/7/8 14:35,2017/7/8 15:35
MU2036,昆明-北京,MU2036,,B6147,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:30,PEK,,,,,,2017/7/8 23:26,2017/7/8 23:50
MU2144,昆明-太原,MU7183,,B5257,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:40,TYN,,,,,,2017/7/8 21:02,2017/7/8 21:40
MU2182,昆明-西安,MU2181,,B9943,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:15,XIY,,,,,,2017/7/8 13:06,2017/7/8 13:30
MU2186,昆明-银川,MU2185,,B9921,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:05,INC,,,,,,2017/7/8 21:23,2017/7/8 21:50
MU2206,昆明-银川,MU2205,,B9921,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:35,INC,,,,,,2017/7/8 13:54,2017/7/8 14:20
MU2208,昆明-西安,MU2207,,B8977,,D,A325,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:10,XIY,,,,,,2017/7/8 19:59,2017/7/8 20:25
MU2246,昆明-西宁,MU2245,,B1815,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:15,XNN,,,,,,2017/7/9 1:22,2017/7/9 1:55
MU2250,昆明-兰州,MU2249,,B1612,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:35,ZGC,,,,,,2017/7/8 12:30,2017/7/8 12:55
MU2263,昆明-西安-沈阳,MU5822,,B5515,XIY,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:45,SHE,,,,,,2017/7/8 11:36,2017/7/8 11:55
MU2360,昆明-西宁,MU2359,,B2372,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:20,XNN,,,,,,2017/7/8 12:30,2017/7/8 13:00
MU2362,昆明-西安,MU2361,,B9971,,D,A325,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:30,XIY,,,,,,2017/7/8 23:21,2017/7/8 23:40
MU2494,昆明-武汉-温州,MU2497,,B5689,WUH,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:20,WNZ,,,,,,2017/7/8 13:09,2017/7/8 13:40
MU2496,昆明-成都,MU2495,,B5199,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:10,CTU,,,,,,2017/7/8 11:14,2017/7/8 11:45
MU2498,昆明-武汉,MU2493,,B5689,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:20,WUH,,,,,,2017/7/9 1:09,2017/7/9 1:35
MU2561,昆明-琅勃,MU5894,,B5293,,I,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:05,LPQ,,,,,,2017/7/8 15:18,2017/7/8 15:30
MU2567,昆明-曼德勒,MU556,,B6149,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:30,MDL,,,,,,2017/7/8 11:46,2017/7/8 12:15
MU2568,昆明-广州,MU2568,,B1907,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:05,CAN,,,,,,2017/7/8 23:47,2017/7/9 0:10
MU2569,昆明-清迈,MU2569,,B6249,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:30,CNX,,,,,,2017/7/8 16:25,2017/7/8 16:25
MU2570,昆明-北京,MU2567,,B5683,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:00,PEK,,,,,,2017/7/8 19:25,2017/7/8 19:25
MU2571,昆明-加德,MU5966,,B6141,,I,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:05,KTM,,,,,,2017/7/8 18:50,2017/7/8 19:20
MU2575,昆明-河内,MU592T,,B5267,,I,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:05,HAN,,,,,,2017/7/8 16:15,2017/7/8 16:35
MU2581,昆明-岘港,MU5782,,B7170,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:20,DAD,,,,,,2017/7/8 15:12,2017/7/8 15:25
MU2585,昆明-胡市,MU5737,,B5245,,I,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:50,SGN,,,,,,2017/7/8 18:31,2017/7/8 19:10
MU2587,昆明-奈比多,MU2587,,B6146,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:10,NYT,,,,,,2017/7/8 15:44,2017/7/8 16:10
MU2588,昆明-北京,MU2588,,B6146,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:25,PEK,,,,,,2017/7/8 23:22,2017/7/8 23:50
MU2589,昆明-万象,MU5766,,B1789,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:05,VTE,,,,,,2017/7/8 9:25,2017/7/8 9:50
MU2591,昆明-普吉,MU2177,,B6797,,I,A322,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:00,HKT,,,,,,2017/7/9 1:41,2017/7/9 2:05
MU2595,昆明-清迈,MU5824,,B7599,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 6:30,CNX,,,,,,2017/7/8 7:57,2017/7/8 8:05
MU2599,昆明-金边,MU9731,,B5822,,I,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:20,PNH,,,,,,2017/7/8 18:39,2017/7/8 19:05
MU2705,昆明-丽江,MU2705,,B6462,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:30,LJG,,,,,,2017/7/8 12:24,2017/7/8 12:30
MU2706,昆明-南京,MU2706,,B6462,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:35,NKG,,,,,,2017/7/8 17:57,2017/7/8 18:30
MU2716,昆明-长沙-南京,MU2715,,B6671,HHA,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:00,NKG,,,,,,2017/7/8 18:42,2017/7/8 19:10
MU2726,昆明-南京,MU2785,,B2221,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:30,NKG,,,,,,2017/7/8 10:48,2017/7/8 11:25
MU2736,昆明-长沙-南京,MU2735,,B6803,HHA,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:35,NKG,,,,,,2017/7/8 21:14,2017/7/8 21:45
MU2746,昆明-长沙-南京,MU2745,,B6463,HHA,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:10,NKG,,,,,,2017/7/8 22:47,2017/7/8 23:10
MU2755,昆明-版纳,MU2755,,B6457,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:05,JHG,,,,,,2017/7/8 21:51,2017/7/8 22:10
MU2756,昆明-南京,MU2756,,B6463,,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:40,NKG,,,,,,2017/7/8 12:59,2017/7/8 13:30
MU2766,昆明-南京-长春,MU2995,,B8222,NKG,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:35,CGQ,,,,,,2017/7/8 9:57,2017/7/8 10:30
MU2786,昆明-南京,MU2725,,B2221,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:30,NKG,,,,,,2017/7/8 18:50,2017/7/8 19:25
MU2976,昆明-重庆-无锡,MU2975,,B6757,CKG,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:25,WUX,,,,,,2017/7/8 15:40,2017/7/8 16:05
MU2986,昆明-无锡,MU2985,,B6890,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:10,WUX,,,,,,2017/7/8 22:42,2017/7/8 23:15
MU2996,昆明-重庆-无锡,MU5848,,B6890,CKG,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:45,WUX,,,,,,2017/7/8 8:59,2017/7/8 9:20
MU3998,昆明-上海,,,B6787,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,HO1122,SF,2017/7/8 12:55,SHA,,,,,,2017/7/8 15:37,2017/7/8 16:05
MU4116,昆明-福州,,,B5752,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8476,SF,2017/7/8 20:15,FOC,,,,,,2017/7/8 22:38,2017/7/8 23:00
MU5077,昆明-曼谷,MU5077,,B6012,,I,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:10,BKK,,,,,,2017/7/8 18:11,2017/7/8 18:40
MU5078,昆明-合肥,MU5078,,B6012,,D,A320,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:55,HFE,,,,,,2017/7/9 3:03,2017/7/9 3:40
MU5094,昆明-兰州,MU5094,,B6871,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:55,ZGC,,,,,,2017/7/8 10:52,2017/7/8 11:20
MU5146,昆明-太原,MU5229,,B1723,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:30,TYN,,,,,,2017/7/8 23:49,2017/7/9 0:25
MU5230,昆明-温州,MU5145,,B1773,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:25,WNZ,,,,,,2017/7/9 0:51,2017/7/9 1:25
MU5299,昆明-太原-北京,MU5292,,B1775,TYN,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:15,PEK,,,,,,2017/7/8 18:38,2017/7/8 19:10
MU5328,昆明-九华山-济南,MU5327,,B9946,JUH,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:20,TNA,,,,,,2017/7/8 18:42,2017/7/8 19:15
MU5330,昆明-合肥,MU5329,,B8973,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:40,HFE,,,,,,2017/7/8 20:50,2017/7/8 21:25
MU5438,昆明-南充-上海,MU5437,,B8379,NAO,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:40,PVG,,,,,,2017/7/8 17:08,2017/7/8 17:00
MU5450,昆明-重庆,MU5463,,B1862,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:05,CKG,,,,,,2017/7/8 23:19,2017/7/8 23:50
MU5454,昆明-武汉-宁波,MU5453,,B9900,WUH,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:15,NGB,,,,,,2017/7/8 16:06,2017/7/8 16:35
MU5456,昆明-宁波,MU5455,,B2229,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:30,NGB,,,,,,2017/7/8 12:05,2017/7/8 12:35
MU5462,昆明-温州,MU2143,,B2682,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:35,WNZ,,,,,,2017/7/8 14:06,2017/7/8 14:35
MU5464,昆明-合肥-上海,MU5449,,B1862,HFE,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:35,PVG,,,,,,2017/7/8 11:44,2017/7/8 12:20
MU5470,昆明-南昌,MU5469,,B6829,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:50,KHN,,,,,,2017/7/8 12:48,2017/7/8 13:15
MU5472,昆明-重庆-济南,MU5471,,B6003,CKG,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:50,TNA,,,,,,2017/7/8 22:06,2017/7/8 22:25
MU5475,昆明-合肥,MU5476,,B8391,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:00,HFE,,,,,,2017/7/8 14:11,2017/7/8 14:40
MU5480,昆明-武汉-青岛,MU5479,,B2333,WUH,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:20,TAO,,,,,,2017/7/8 22:14,2017/7/8 22:35
MU5498,昆明-青岛,MU5497,,B2338,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:55,TAO,,,,,,2017/7/8 14:56,2017/7/8 15:25
MU5532,昆明-南昌-上海,MU5465,,B6715,KHN,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:10,PVG,,,,,,2017/7/8 18:07,2017/7/8 18:40
MU555,昆明-加尔,MU555,,B1861,,I,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:35,CCU,,,,,,2017/7/9 2:10,2017/7/9 2:10
MU556,昆明-杭州,MU555,,B6805,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:05,HGH,,,,,,2017/7/8 9:35,2017/7/8 9:55
MU5576,昆明-郑州-烟台,MU5575,,B8276,CGO,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:25,YNT,,,,,,2017/7/8 20:39,2017/7/8 21:20
MU5588,昆明-福州-上海,MU5505,,B8163,FOC,D,A325,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:05,PVG,,,,,,2017/7/8 18:39,2017/7/8 18:50
MU5618,昆明-南昌,MU5617,,B6878,,D,A322,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:20,KHN,,,,,,2017/7/9 0:16,2017/7/9 0:45
MU5645,昆明-版纳,MU5645,,B6333,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:55,JHG,,,,,,2017/7/8 19:42,2017/7/8 20:00
MU5646,昆明-杭州,MU5646,,B6333,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:00,HGH,,,,,,2017/7/9 1:26,2017/7/9 1:55
MU5656,昆明-杭州,MU5712,,B6758,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:15,HGH,,,,,,2017/7/8 23:42,2017/7/9 0:10
MU5706,昆明-版纳,MU758,,B5256,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:25,JHG,,,,,,2017/7/9 0:11,2017/7/9 0:30
MU5711,昆明-北京,MU5655,,B6758,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:50,PEK,,,,,,2017/7/8 14:50,2017/7/8 15:15
MU5712,昆明-芒市,MU2576,,B5267,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:35,LUM,,,,,,2017/7/8 22:26,2017/7/8 22:30
MU5713,昆明-北京,MU5850,,B7600,,D,B738,505,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:30,PEK,,,,,,2017/7/8 11:30,2017/7/8 12:00
MU5714,昆明-普洱,MU5968,,B2503,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:35,SYM,,,,,,2017/7/8 19:18,2017/7/8 19:35
MU5715,昆明-北京,MU2594,,B6249,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:10,PEK,,,,,,2017/7/8 23:08,2017/7/8 23:30
MU5717,昆明-腾冲,MU5744,,B5259,,D,B737,504,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:45,TCZ,,,,,,2017/7/8 14:38,2017/7/8 14:55
MU5718,昆明-北京,MU5758,,B1789,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:55,PEK,,,,,,2017/7/8 23:52,2017/7/9 0:30
MU5719,昆明-北京,MU5802,,B7589,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:20,PEK,,,,,,2017/7/8 20:18,2017/7/8 20:45
MU5721,昆明-黔江-北京,MU9756,,B5295,JIQ,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:35,PEK,,,,,,2017/7/8 14:06,2017/7/8 14:35
MU5723,昆明-西安,MU5723,,B5809,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 14:10,XIY,,,,,,2017/7/8 16:01,2017/7/8 16:25
MU5724,昆明-版纳,MU5724,,B5809,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:35,JHG,,,,,,2017/7/8 22:21,2017/7/8 22:40
MU5725,昆明-乌鲁,MU9738,,B6145,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:25,URC,,,,,,2017/7/8 18:31,2017/7/8 18:20
MU5731,昆明-广州,MU5818,,B5701,,D,B738,501,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:00,CAN,,,,,,2017/7/8 9:43,2017/7/8 10:15
MU5732,昆明-西昌,MU5882,,B5225,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:50,XIC,,,,,,2017/7/8 15:35,2017/7/8 15:55
MU5733,昆明-广州,MU5738,,B5527,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:15,CAN,,,,,,2017/7/9 0:56,2017/7/9 1:25
MU5734,昆明-版纳,MU5734,,B5828,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:55,JHG,,,,,,2017/7/8 22:41,2017/7/8 23:00
MU5737,昆明-广州,MU5776,,B5527,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:35,CAN,,,,,,2017/7/8 17:20,2017/7/8 17:45
MU5739,昆明-广州,MU5902,,B5255,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:05,CAN,,,,,,2017/7/8 12:49,2017/7/8 13:10
MU5740,昆明-大理,MU5962,,B5245,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:50,DLU,,,,,,2017/7/8 12:34,2017/7/8 12:45
MU5741,昆明-广州,MU2570,,B7599,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:05,CAN,,,,,,2017/7/8 14:47,2017/7/8 15:10
MU5742,昆明-保山,MU5832,,B5270,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:05,BSD,,,,,,2017/7/8 20:52,2017/7/8 21:05
MU5743,昆明-广州,MU5743,,B5271,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:35,CAN,,,,,,2017/7/8 15:18,2017/7/8 15:50
MU5744,昆明-丽江,MU5744,,B5271,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:15,LJG,,,,,,2017/7/8 22:08,2017/7/8 22:15
MU5745,昆明-三亚,MU5748,,B7590,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:50,SYX,,,,,,2017/7/8 20:37,2017/7/8 21:10
MU5747,昆明-天津,MU5758,,B7590,,D,B738,511,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:45,TSN,,,,,,2017/7/8 12:45,2017/7/8 12:55
MU5748,昆明-版纳,MU5940,,B5819,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:00,JHG,,,,,,2017/7/8 19:47,2017/7/8 20:00
MU5749,昆明-长沙-盐城,MU5717,,B7591,HHA,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:15,YNZ,,,,,,2017/7/8 14:53,2017/7/8 15:15
MU5757,昆明-深圳,MU2590,,B1789,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:00,SZX,,,,,,2017/7/8 15:47,2017/7/8 16:10
MU5759,昆明-深圳,MU5764,,B1791,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:00,SZX,,,,,,2017/7/8 11:45,2017/7/8 12:10
MU5760,昆明-大理,MU5826,,B5820,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:05,DLU,,,,,,2017/7/8 17:49,2017/7/8 17:55
MU5763,昆明-深圳,MU5812,,B1792,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:00,SZX,,,,,,2017/7/8 23:44,2017/7/9 0:10
MU5764,昆明-芒市,MU5811,,B5828,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:10,LUM,,,,,,2017/7/8 13:01,2017/7/8 13:10
MU5771,昆明-广州,MU784,,B7592,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:50,CAN,,,,,,2017/7/8 20:30,2017/7/8 21:00
MU5775,昆明-广州,MU5746,,B5527,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:40,CAN,,,,,,2017/7/8 10:22,2017/7/8 10:55
MU5781,昆明-厦门,MU5812,,B6143,,D,B738,316,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:35,XMN,,,,,,2017/7/8 18:53,2017/7/8 19:25
MU5799,昆明-洛阳-大连,MU2765,,B6637,LYA,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:45,DLC,,,,,,2017/7/8 10:54,2017/7/8 11:25
MU5801,昆明-上海,MU5810,,B7589,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 8:00,SHA,,,,,,2017/7/8 10:41,2017/7/8 11:20
MU5802,昆明-腾冲,MU5719,,B5242,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:15,TCZ,,,,,,2017/7/8 18:07,2017/7/8 18:15
MU5803,昆明-上海,MU2562,,B5293,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:20,SHA,,,,,,2017/7/8 23:03,2017/7/8 23:40
MU5809,昆明-上海,MU5732,,B5701,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:00,SHA,,,,,,2017/7/8 17:46,2017/7/8 18:10
MU5811,昆明-上海,MU5852,,B1792,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:00,SHA,,,,,,2017/7/8 14:45,2017/7/8 15:10
MU5812,昆明-迪庆,MU5718,,B5815,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:50,DIG,,,,,,2017/7/8 21:50,2017/7/8 21:50
MU5813,昆明-上海,MU5830,,B6928,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:30,SHA,,,,,,2017/7/8 20:12,2017/7/8 20:45
MU5817,昆明-兴义-上海,MU748,,B1702,ACX,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 9:35,SHA,,,,,,2017/7/8 10:18,2017/7/8 10:20
MU5821,昆明-东胜-哈尔滨,MU5748,,B5756,DSN,D,B738,506,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:20,HRB,,,,,,2017/7/8 10:49,2017/7/8 11:15
MU5823,昆明-郑州,MU2028,,B1703,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:35,CGO,,,,,,2017/7/8 19:49,2017/7/8 20:25
MU5825,昆明-桂林,MU577Y,,B5820,,D,B737,502,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:25,KWL,,,,,,2017/7/8 10:55,2017/7/8 10:55
MU5829,昆明-郑州,MU5814,,B6928,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:20,CGO,,,,,,2017/7/8 10:36,2017/7/8 11:05
MU5831,昆明-郑州,MU5988,,B5270,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:15,CGO,,,,,,2017/7/8 14:32,2017/7/8 15:00
MU5833,昆明-兰州,MU5760,,B1791,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:30,ZGC,,,,,,2017/7/8 19:50,2017/7/8 19:50
MU5835,昆明-汕头,MU2572,,B5816,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:10,SWA,,,,,,2017/7/8 13:15,2017/7/8 13:55
MU5841,昆明-成都,MU5726,,B1907,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 8:00,CTU,,,,,,2017/7/8 9:05,2017/7/8 9:35
MU5843,昆明-成都,MU5704,,B5796,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:00,CTU,,,,,,2017/7/8 12:05,2017/7/8 12:35
MU5845,昆明-成都,MU5936,,B6142,,D,B737,314,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:00,CTU,,,,,,2017/7/8 10:04,2017/7/8 10:40
